,역명,호선,상하행,이전역,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2024-03-20,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-21,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-22,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-23,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-24,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-25,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-26,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-27,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-28,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-29,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-30,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-03-31,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-01,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-02,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-03,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-04,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-06,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-07,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-08,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-09,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-10,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-11,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-12,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-13,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-20,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-21,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-22,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-23,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-24,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-25,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-26,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-27,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-28,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-29,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-04-30,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-01,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-02,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-03,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-04,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-05,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-06,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-07,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-08,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-09,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-10,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-11,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-12,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-13,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-14,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-15,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-16,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-18,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-19,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-20,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-21,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-22,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-23,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-24,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
2024-05-25,강일,5,상행,미사,,,,,,,,,,,,,,,,,,,
