,역명,호선,상하행,이전역,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2024-03-20,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-21,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-22,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-23,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-24,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-25,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-26,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-27,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-28,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-29,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-30,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-03-31,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-01,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-02,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-03,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-04,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-06,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-07,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-08,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-09,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-10,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-11,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-12,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-13,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-14,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-15,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-16,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-17,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-18,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-19,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-20,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-21,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-22,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-23,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-24,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-25,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-26,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-27,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-28,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-29,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-04-30,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-01,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-02,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-03,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-04,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-05,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-06,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-07,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-08,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-09,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-10,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-11,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-12,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-13,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-14,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-15,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-16,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-18,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-19,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-20,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-21,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-22,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-23,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-24,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-25,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-26,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-27,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-28,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-29,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-30,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-05-31,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
2024-06-01,성수,2,내선,용답,,,,,,,,,,,,,,,,,,,
