,역명,호선,상하행,이전역,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2024-05-09,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-10,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-11,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-12,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-13,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-14,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-15,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-16,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-18,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-19,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-20,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-21,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-22,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-23,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-24,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-25,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-26,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-27,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-28,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-29,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-30,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-31,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-06-01,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
