,역명,호선,상하행,이전역,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2024-03-20,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-21,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-22,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-23,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-24,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-25,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-26,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-27,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-28,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-29,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-30,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-03-31,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-01,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-02,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-03,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-04,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-06,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-07,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-08,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-09,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-10,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-11,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-12,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-13,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-14,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-15,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-16,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-17,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-18,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-19,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-20,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-21,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-22,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-23,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-24,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-25,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-26,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-27,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-28,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-29,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-04-30,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-01,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-02,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-03,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-04,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-05,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-06,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-07,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
2024-05-08,양천구청,2,내선,신도림,,,,,,,,,,,,,,,,,,,
