,역명,호선,상하행,이전역,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2024-03-20,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-21,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-22,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-23,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-24,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-25,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-26,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-27,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-28,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-29,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-30,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-03-31,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-01,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-02,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-03,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-04,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-06,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-07,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-08,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-09,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-10,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-11,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-12,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-13,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-20,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-21,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-22,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-23,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-24,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-25,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-26,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-27,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-28,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-29,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-04-30,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-01,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-02,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-03,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-04,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-05,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-06,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-07,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-08,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-09,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-10,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-11,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-12,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-13,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-14,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-15,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-16,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-18,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-19,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-20,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-21,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-22,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-23,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-24,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
2024-05-25,암사,8,하행,종점,,,,,,,,,,,,,,,,,,,
