,역명,호선,상하행,이전역,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2024-03-20,상왕십리,2,외선,왕십리,60.0,58.3,54.09090909090909,57.65,56.8,55.285714285714285,68.66666666666667,64.36363636363636,52.2,62.333333333333336,59.11111111111112,53.07692307692308,55.06666666666667,62.07692307692308,58.25,68.8,49.125,61.333333333333336,60.75
2024-03-21,상왕십리,2,외선,왕십리,41.66666666666666,48.44444444444444,53.0,53.92307692307692,60.92307692307692,57.625,56.0,63.0,53.63636363636363,55.5,53.142857142857146,49.583333333333336,58.75,54.85714285714285,71.72727272727273,54.0,54.45454545454545,59.55555555555556,60.85714285714285
2024-03-22,상왕십리,2,외선,왕십리,64.66666666666667,69.0,55.8125,63.05263157894737,61.0,53.285714285714285,60.0,59.36363636363637,54.66666666666666,,59.333333333333336,56.31578947368421,56.21739130434783,47.0,40.0,47.0,54.15384615384615,58.76923076923077,56.0
2024-03-23,상왕십리,2,외선,왕십리,64.6,64.4,64.41666666666667,62.75,66.33333333333333,49.66666666666666,,,,,58.0,,,,,51.75,,,
2024-03-24,상왕십리,2,외선,왕십리,59.2,57.5,64.0909090909091,64.9090909090909,54.2,67.5,,,,51.588235294117645,52.44444444444444,,,,,50.4,60.09090909090909,70.0,70.16666666666667
2024-03-25,상왕십리,2,외선,왕십리,74.2,65.9090909090909,55.57142857142857,58.77777777777778,54.5,59.4,61.785714285714285,59.4375,61.0,35.0,68.83333333333333,58.8,48.66666666666666,,,67.0,65.58333333333333,52.36363636363637,70.0
2024-03-26,상왕십리,2,외선,왕십리,74.0,61.13333333333333,56.888888888888886,62.5,,58.125,65.28571428571429,56.5,64.0909090909091,61.66666666666666,58.66666666666666,58.19047619047619,59.333333333333336,62.6,,62.6,60.71428571428572,57.77777777777778,53.833333333333336
2024-03-27,상왕십리,2,외선,왕십리,51.0,57.142857142857146,55.083333333333336,60.875,50.41666666666666,60.5,56.72727272727273,72.22222222222223,62.0,52.8,56.0,63.66666666666666,58.07692307692308,59.8,59.44444444444444,53.4,68.27272727272727,63.142857142857146,55.71428571428572
2024-03-28,상왕십리,2,외선,왕십리,52.0,66.0,61.57142857142857,56.833333333333336,58.75,59.0,61.16666666666666,56.625,63.63636363636363,62.66666666666666,69.6,57.61538461538461,60.57142857142857,61.0625,63.0,73.5,67.375,63.57142857142857,58.71428571428572
2024-03-29,상왕십리,2,외선,왕십리,55.333333333333336,55.5,58.5,58.13636363636363,57.05882352941177,62.6875,57.85714285714285,55.6,52.888888888888886,67.4,52.75,58.526315789473685,57.125,58.57142857142857,47.0,65.0,62.92857142857143,58.77777777777778,54.285714285714285
2024-03-30,상왕십리,2,외선,왕십리,65.25,64.25,51.27272727272727,64.8,57.5,62.6,63.84615384615385,55.8,45.5,,55.2,61.72727272727273,56.8,64.71428571428571,,67.5,61.23076923076923,61.5,52.0
2024-03-31,상왕십리,2,외선,왕십리,43.0,65.53846153846153,65.0,73.72727272727273,58.5,53.0,54.285714285714285,69.61538461538461,37.5,,56.57142857142857,63.53333333333333,55.3125,59.11111111111112,,49.285714285714285,54.3,58.833333333333336,54.0
2024-04-01,상왕십리,2,외선,왕십리,63.0,55.0,57.72222222222222,63.09090909090909,87.0,80.0,,,,,,58.63636363636363,57.05263157894737,63.94736842105263,57.5,58.875,60.61538461538461,73.0,
2024-04-02,상왕십리,2,외선,왕십리,70.0,55.266666666666666,65.89473684210526,56.6875,,66.71428571428571,61.5,54.888888888888886,35.0,69.0,55.125,53.2,71.4,,,68.83333333333333,58.333333333333336,56.0,59.0
2024-04-03,상왕십리,2,외선,왕십리,75.5,39.0,,,,83.0,60.66666666666666,,,,,,,,,,,,
2024-04-04,상왕십리,2,외선,왕십리,70.66666666666667,57.0,54.75,58.10526315789474,56.42857142857143,54.55555555555556,54.083333333333336,64.66666666666667,64.5,56.0,56.142857142857146,63.84615384615385,62.45454545454545,,,53.2,50.5,73.0,61.0
2024-04-06,상왕십리,2,외선,왕십리,57.333333333333336,63.583333333333336,64.08333333333333,72.54545454545455,44.0,86.0,,,59.888888888888886,64.78571428571429,56.6,67.0,56.6,71.25,,65.16666666666667,66.18181818181819,72.75,
2024-04-07,상왕십리,2,외선,왕십리,61.0,56.0,59.36363636363637,67.1,57.333333333333336,42.6,53.66666666666666,64.25,44.5,,55.5,56.76470588235294,63.142857142857146,60.42857142857143,62.0,,,60.0,
2024-04-08,상왕십리,2,외선,왕십리,45.75,62.35714285714285,59.42857142857143,69.66666666666667,,62.71428571428572,63.333333333333336,54.5,68.0,55.0,64.16666666666667,52.0,57.70588235294117,64.88888888888889,46.0,65.16666666666667,61.07692307692308,66.44444444444444,62.333333333333336
2024-04-09,상왕십리,2,외선,왕십리,61.66666666666666,58.16666666666666,57.90909090909091,54.26315789473684,60.0,59.0,49.125,67.0,66.5,,66.0,64.3076923076923,54.15384615384615,63.75,67.375,51.2,67.875,64.71428571428571,49.0
2024-04-10,상왕십리,2,외선,왕십리,61.66666666666666,57.888888888888886,54.25,66.41666666666667,58.11764705882353,57.8,62.42857142857143,60.77777777777778,59.0,,73.33333333333333,58.30769230769231,57.5,65.63636363636364,55.44444444444444,69.25,57.5,57.42857142857143,50.0
2024-04-11,상왕십리,2,외선,왕십리,50.333333333333336,61.44444444444444,59.07692307692308,60.94444444444444,54.3125,64.71428571428571,65.22222222222223,60.55555555555556,64.55555555555556,72.5,65.83333333333333,60.09090909090909,66.25,43.5,,56.0,61.0,53.42857142857143,64.5
